entry	name	namespace	is_thunk	calling_convention	parameter_count	return_type
0043e73e	_realloc	Global	false	__cdecl	2	void *
0043e8a6	FUN_0043e8a6	Global	false	__stdcall	0	undefined
0043e900	_strchr	Global	false	__cdecl	2	char *
0043e9be	__strnicmp	Global	false	__cdecl	3	int
0043ea3d	_rand	Global	false	__cdecl	0	int
0043ea5f	FUN_0043ea5f	Global	false	__stdcall	0	undefined
0043eb3d	__beginthread	Global	false	__cdecl	3	uintptr_t
0043ebd0	FUN_0043ebd0	Global	false	__cdecl	2	uint *
0043ebe0	FUN_0043ebe0	Global	false	__cdecl	2	uint *
0043ecc8	_free	Global	false	__cdecl	1	void
0043ed1b	FUN_0043ed1b	Global	false	__stdcall	0	undefined
0043ed39	FUN_0043ed39	Global	false	__cdecl	2	int
0043ed91	FUN_0043ed91	Global	false	__stdcall	0	undefined
0043ed92	FUN_0043ed92	Global	false	__stdcall	0	undefined
0043edca	FUN_0043edca	Global	false	__stdcall	0	undefined
0043edf0	__chkstk	Global	false	__stdcall	0	undefined
0043ee30	FUN_0043ee30	Global	false	__stdcall	0	ulonglong
0043eea5	_free	Global	true	__cdecl	1	void
0043eeaa	operator_new	Global	false	__cdecl	1	void *
0043eeb8	_JumpToContinuation	Global	false	__stdcall	2	void
0043eee8	FID_conflict:_CallMemberFunction1	Global	false	__stdcall	2	undefined
0043eeef	_UnwindNestedFrames	Global	false	__stdcall	2	void
0043ef41	___CxxFrameHandler	Global	false	__cdecl	4	undefined4
0043ef9b	FUN_0043ef9b	Global	false	__cdecl	3	undefined4
0043f00c	_GetRangeOfTrysToCheck	Global	false	__cdecl	5	_s_TryBlockMapEntry *
0043f086	FUN_0043f086	Global	false	__cdecl	2	undefined4 *
0043f0ae	FUN_0043f0ae	Global	false	__cdecl	1	undefined4
0043f0cf	_FindAndUnlinkFrame	Global	false	__cdecl	1	void
0043f11b	FUN_0043f11b	Global	false	__cdecl	5	undefined4
0043f16c	FUN_0043f16c	Global	false	__cdecl	7	undefined4
0043f21c	__global_unwind2	Global	false	__cdecl	1	undefined
0043f25e	__local_unwind2	Global	false	__cdecl	2	undefined
0043f2c6	__abnormal_termination	Global	false	__cdecl	0	int
0043f2e9	__NLG_Notify1	Global	false	__fastcall	1	undefined
0043f2f2	FUN_0043f2f2	Global	false	__stdcall	0	undefined
0043f30c	FUN_0043f30c	Global	false	__stdcall	0	undefined
0043f32b	_atol	Global	false	__cdecl	1	long
0043f3b3	_atol	Global	true	__cdecl	1	long
0043f3b8	FUN_0043f3b8	Global	false	__cdecl	1	int
0043f3c3	_calloc	Global	false	__cdecl	2	void *
0043f46d	FUN_0043f46d	Global	false	__stdcall	0	undefined
0043f480	_strcmp	Global	false	__cdecl	2	int
0043f510	_strstr	Global	false	__cdecl	2	char *
0043f596	__onexit_lk	Global	false	__stdcall	0	undefined
0043f616	___onexitinit	Global	false	__stdcall	0	undefined4
0043f63e	__onexit	Global	false	__cdecl	1	_onexit_t
0043f670	FUN_0043f670	Global	false	__stdcall	0	undefined
0043f676	_atexit	Global	false	__cdecl	1	int
0043f690	_strncpy	Global	false	__cdecl	3	char *
0043f7b4	__fwrite_lk	Global	false	__cdecl	4	uint
0043f8bb	_fwrite	Global	false	__cdecl	4	size_t
0043f8fd	FUN_0043f8fd	Global	false	__stdcall	0	undefined
0043f907	__stricmp	Global	false	__cdecl	2	int
0043f970	_strrchr	Global	false	__cdecl	2	char *
0043f99d	FUN_0043f99d	Global	false	__cdecl	3	char *
0043fa1b	FUN_0043fa1b	Global	false	__stdcall	0	undefined
0043fa30	_strncat	Global	false	__cdecl	3	char *
0043fb65	__heap_alloc	Global	false	__cdecl	1	void *
0043fbd7	FUN_0043fbd7	Global	false	__stdcall	0	undefined
0043fbe0	__nh_malloc	Global	false	__cdecl	2	void *
0043fc0c	_malloc	Global	false	__cdecl	1	void *
0043fc1e	_free	Global	true	__cdecl	1	void
0043fc23	`eh_vector_constructor_iterator'	Global	false	__stdcall	5	void
0043fc6d	FUN_0043fc6d	Global	false	__stdcall	0	undefined
0043fc85	operator_new	Global	true	__cdecl	1	void *
0043fc8a	__fread_lk	Global	false	__cdecl	4	uint
0043fd73	_fread	Global	false	__cdecl	4	size_t
0043fdb5	FUN_0043fdb5	Global	false	__stdcall	0	undefined
0043fdbf	__ArrayUnwind	Global	false	__stdcall	4	void
0043fe1d	`eh_vector_destructor_iterator'	Global	false	__stdcall	4	void
0043fe65	FUN_0043fe65	Global	false	__stdcall	0	undefined
0043fe7d	FUN_0043fe7d	Global	false	__cdecl	1	char *
0043ff88	_localtime	Global	false	__cdecl	1	tm *
00440110	__allshl	Global	false	__fastcall	2	longlong
0044012f	FUN_0044012f	Global	false	__cdecl	2	uint
004401f0	_strncmp	Global	false	__cdecl	3	int
00440230	_memcpy	Global	false	__cdecl	3	void *
0044056d	_fsetpos	Global	false	__cdecl	2	int
00440585	_fgetpos	Global	false	__cdecl	2	int
004405a7	_isupper	Global	false	__cdecl	1	int
004405e1	_isdigit	Global	false	__cdecl	1	int
0044061b	_isalnum	Global	false	__cdecl	1	int
0044065a	_rewind	Global	false	__cdecl	1	void
004406d9	FUN_004406d9	Global	false	__stdcall	0	undefined
004406e3	FUN_004406e3	Global	false	__thiscall	3	uint
004407ab	FUN_004407ab	Global	false	__cdecl	1	undefined
004407cd	__amsg_exit	Global	false	__cdecl	1	void
004407f2	fast_error_exit	Global	false	__cdecl	1	undefined
00440816	entry	Global	false	__stdcall	0	WPARAM
004409e8	FUN_004409e8	Global	false	__stdcall	0	undefined
00440a3e	FUN_00440a3e	Global	false	__stdcall	1	undefined
00440b88	__SEH_prolog	Global	false	__cdecl	2	undefined
00440bc3	__SEH_epilog	Global	false	__stdcall	0	undefined
00440bd4	FUN_00440bd4	Global	false	__cdecl	1	undefined4
00440c57	__close	Global	false	__cdecl	1	int
00440cce	FUN_00440cce	Global	false	__stdcall	0	undefined
00440cf2	__freebuf	Global	false	__cdecl	1	void
00440d1d	__flush	Global	false	__cdecl	1	int
00440d7a	__fflush_lk	Global	false	__cdecl	1	int
00440da8	flsall	Global	false	__cdecl	1	int
00440e48	FUN_00440e48	Global	false	__stdcall	0	undefined
00440e74	FUN_00440e74	Global	false	__stdcall	0	undefined
00440e7d	__flushall	Global	false	__cdecl	0	int
00440f2f	___endstdio	Global	false	__stdcall	0	undefined
00440f43	__lock_file	Global	false	__cdecl	1	void
00440f72	__lock_file2	Global	false	__cdecl	2	void
00440f95	__unlock_file	Global	false	__cdecl	1	void
00440fc4	__unlock_file2	Global	false	__cdecl	2	void
00440fe7	__stbuf	Global	false	__cdecl	1	int
0044106f	__ftbuf	Global	false	__cdecl	2	void
00441099	write_char	Global	false	__cdecl	0	undefined
004410cc	write_multi_char	Global	false	__cdecl	2	undefined
004410f0	write_string	Global	false	__cdecl	1	undefined
00441127	FUN_00441127	Global	false	__cdecl	3	int
004418bc	__openfile	Global	false	__cdecl	4	FILE *
00441a24	FUN_00441a24	Global	false	__stdcall	0	int *
00441a2d	FUN_00441a2d	Global	false	__stdcall	0	ulong *
00441a36	__dosmaperr	Global	false	__cdecl	1	void
00441aa9	__getstream	Global	false	__cdecl	0	FILE *
00441bc2	FUN_00441bc2	Global	false	__stdcall	0	undefined
00441bd0	__aulldiv	Global	false	__stdcall	4	undefined8
00441c38	__mtinitlocks	Global	false	__cdecl	0	int
00441c81	__mtdeletelocks	Global	false	__cdecl	0	void
00441cd6	FUN_00441cd6	Global	false	__cdecl	1	undefined
00441ceb	FUN_00441ceb	Global	false	__cdecl	1	undefined4
00441d6a	__lock	Global	false	__cdecl	1	void
00441d9b	__callnewh	Global	false	__cdecl	1	int
00441db6	___heap_select	Global	false	__stdcall	0	undefined4
00441dd0	__heap_init	Global	false	__cdecl	0	int
00441e21	___sbh_heap_init	Global	false	__cdecl	1	undefined4
00441e69	___sbh_find_block	Global	false	__cdecl	1	uint
00441e94	___sbh_free_block	Global	false	__cdecl	2	undefined
004421ac	___sbh_alloc_new_region	Global	false	__stdcall	0	undefined4 *
00442263	___sbh_alloc_new_group	Global	false	__cdecl	1	int
00442369	___sbh_resize_block	Global	false	__cdecl	3	undefined4
00442648	___sbh_alloc_block	Global	false	__cdecl	1	int *
00442950	___ascii_strnicmp	Global	false	__cdecl	3	int
004429b1	FUN_004429b1	Global	false	__cdecl	1	undefined
00442a7b	FUN_00442a7b	Global	false	__stdcall	0	int
00442b3d	___updatetlocinfo	Global	false	__cdecl	0	pthreadlocinfo
00442b6f	FUN_00442b6f	Global	false	__stdcall	0	undefined
00442b78	FUN_00442b78	Global	false	__stdcall	0	undefined
00442b96	__initptd	Global	false	__cdecl	2	void
00442ba9	__getptd	Global	false	__cdecl	0	_ptiddata
00442c1a	FUN_00442c1a	Global	false	__cdecl	1	undefined
00442d70	FUN_00442d70	Global	false	__stdcall	0	undefined
00442d7c	FUN_00442d7c	Global	false	__stdcall	0	undefined
00442d85	FUN_00442d85	Global	false	__stdcall	0	undefined4
00442df4	___crtExitProcess	Global	false	__cdecl	1	void
00442e24	FUN_00442e24	Global	false	__stdcall	0	undefined
00442e2d	FUN_00442e2d	Global	false	__stdcall	0	undefined
00442e36	FUN_00442e36	Global	false	__stdcall	0	int
00442e9b	FUN_00442e9b	Global	false	__cdecl	3	undefined
00442f6e	FUN_00442f6e	Global	false	__cdecl	1	undefined
00442f7f	__exit	Global	false	__cdecl	1	void
00442f90	FUN_00442f90	Global	false	__stdcall	0	undefined
00442fae	__XcptFilter	Global	false	__cdecl	2	int
00443112	__flsbuf	Global	false	__cdecl	2	int
0044322b	FUN_0044322b	Global	false	__cdecl	1	undefined
004432cc	__fassign	Global	false	__cdecl	3	void
0044330a	__shift	Global	false	__stdcall	0	undefined
00443327	__cftoe2	Global	false	__cdecl	3	undefined
004433d5	FUN_004433d5	Global	false	__cdecl	4	int
00443449	FUN_00443449	Global	false	__cdecl	3	undefined1 *
004434e5	FUN_004434e5	Global	false	__cdecl	3	undefined1 *
0044354d	FUN_0044354d	Global	false	__cdecl	4	undefined
004435ed	__cfltcvt	Global	false	__cdecl	6	errno_t
0044363e	FUN_0044363e	Global	false	__stdcall	0	undefined
00443650	__ms_p5_test_fdiv	Global	false	__stdcall	0	undefined4
00443690	__ms_p5_mp_test_fdiv	Global	false	__stdcall	0	undefined
004436b9	TypeMatch	Global	false	__cdecl	3	int
00443726	___FrameUnwindToState	Global	false	__cdecl	4	undefined
004437d9	FUN_004437d9	Global	false	__stdcall	0	undefined
004437f4	___DestructExceptionObject	Global	false	__cdecl	1	undefined
00443839	FUN_00443839	Global	false	__fastcall	1	int
00443856	FUN_00443856	Global	false	__thiscall	7	undefined4
00443999	FUN_00443999	Global	false	__stdcall	0	undefined
004439fd	BuildCatchObject	Global	false	__cdecl	4	void
00443b79	CatchIt	Global	false	__cdecl	11	void
00443be0	FUN_00443be0	Global	false	__cdecl	8	undefined
00443ca0	FUN_00443ca0	Global	false	__cdecl	8	undefined
00443e82	___InternalCxxFrameHandler	Global	false	__cdecl	8	undefined4
00443f24	terminate	Global	false	__cdecl	0	void
00443f59	_inconsistency	Global	false	__cdecl	0	void
00443f90	__CallSettingFrame@12	Global	false	__stdcall	3	undefined
00443fdc	FUN_00443fdc	Global	false	__thiscall	4	uint
00444094	__msize	Global	false	__cdecl	1	size_t
00444101	FUN_00444101	Global	false	__stdcall	0	undefined
0044410a	FUN_0044410a	Global	false	__cdecl	3	int
004442af	__write	Global	false	__cdecl	3	int
00444336	FUN_00444336	Global	false	__stdcall	0	undefined
00444360	___ascii_stricmp	Global	false	__cdecl	2	int
004443ae	__filbuf	Global	false	__cdecl	1	int
0044448f	FUN_0044448f	Global	false	__cdecl	3	int
0044465e	__read	Global	false	__cdecl	3	int
004446e5	FUN_004446e5	Global	false	__stdcall	0	undefined
00444709	FUN_00444709	Global	false	__stdcall	0	undefined
0044497a	cvtdate	Global	false	__cdecl	9	int
00444b32	FUN_00444b32	Global	false	__stdcall	0	bool
00444cbd	FUN_00444cbd	Global	false	__stdcall	0	undefined
00444ceb	FUN_00444ceb	Global	false	__stdcall	0	bool
00444d0b	_gmtime	Global	false	__cdecl	1	tm *
00444e12	__fseeki64_lk	Global	false	__cdecl	4	undefined4
00444ea5	__fseeki64	Global	false	__cdecl	3	int
00444ee7	FUN_00444ee7	Global	false	__stdcall	0	undefined
00444ef1	__ftelli64_lk	Global	false	__cdecl	1	ulonglong
00445086	__ftelli64	Global	false	__cdecl	1	longlong
004450c3	FUN_004450c3	Global	false	__stdcall	0	undefined
004450cd	__lseek_lk	Global	false	__cdecl	3	DWORD
00445141	__lseek	Global	false	__cdecl	3	long
004451c8	FUN_004451c8	Global	false	__stdcall	0	undefined
004451ec	FUN_004451ec	Global	false	__stdcall	0	undefined4
004453ea	___crtLCMapStringA	Global	false	__cdecl	9	int
004457a6	FUN_004457a6	Global	false	__cdecl	1	undefined
0044591d	__FF_MSGBANNER	Global	false	__cdecl	0	void
00445956	FUN_00445956	Global	false	__stdcall	0	byte *
004459bf	__setenvp	Global	false	__cdecl	0	int
00445a86	FUN_00445a86	Global	false	__thiscall	3	undefined
00445bf2	FUN_00445bf2	Global	false	__fastcall	1	undefined4
00445c94	___crtGetEnvironmentStringsA	Global	false	__cdecl	0	LPVOID
00445db6	FUN_00445db6	Global	false	__stdcall	0	undefined
00445e3e	___crtMessageBoxA	Global	false	__cdecl	3	int
00445ffd	FUN_00445ffd	Global	false	__stdcall	1	undefined
00446018	__set_osfhnd	Global	false	__cdecl	2	int
00446094	__free_osfhnd	Global	false	__cdecl	1	int
00446113	__get_osfhandle	Global	false	__cdecl	1	intptr_t
00446154	FUN_00446154	Global	false	__cdecl	1	undefined4
004461c7	__unlock_fhandle	Global	false	__cdecl	1	void
004461e9	FUN_004461e9	Global	false	__stdcall	0	uint
00446336	__commit	Global	false	__cdecl	1	int
004463d6	FUN_004463d6	Global	false	__stdcall	0	undefined
004463f2	__fcloseall	Global	false	__cdecl	0	int
00446484	FUN_00446484	Global	false	__stdcall	0	undefined
0044648d	__isatty	Global	false	__cdecl	1	int
004464b7	___wctomb_mt	Global	false	__cdecl	3	int
00446517	_wctomb	Global	false	__cdecl	2	int
00446540	__aulldvrm	Global	false	__stdcall	4	undefined8
004465d5	FUN_004465d5	Global	false	__thiscall	6	uint
004468bc	__sopen	Global	false	__cdecl	3	int
00446901	FUN_00446901	Global	false	__stdcall	0	undefined
00446911	___crtInitCritSecNoSpinCount@8	Global	false	__stdcall	1	undefined4
00446921	___crtInitCritSecAndSpinCount	Global	false	__cdecl	2	undefined
004469b0	_memmove	Global	false	__cdecl	3	void *
00446ced	___free_lc_time	Global	false	__cdecl	1	undefined
00446e7d	___free_lconv_num	Global	false	__cdecl	1	undefined
00446edc	___free_lconv_mon	Global	false	__cdecl	1	undefined
00446fc0	_strcspn	Global	false	__cdecl	2	size_t
004470c8	___crtGetStringTypeA	Global	false	__cdecl	7	BOOL
00447290	_strpbrk	Global	false	__cdecl	2	char *
004472d0	FUN_004472d0	Global	false	__stdcall	0	undefined4
004472ff	setSBCS	Global	false	__cdecl	0	undefined
00447328	FUN_00447328	Global	false	__stdcall	0	undefined
004474ba	___updatetmbcinfo	Global	false	__cdecl	0	pthreadmbcinfo
00447520	FUN_00447520	Global	false	__stdcall	0	undefined
00447529	FUN_00447529	Global	false	__cdecl	1	undefined4
004476bf	__setmbcp	Global	false	__cdecl	1	int
00447806	FUN_00447806	Global	false	__stdcall	0	undefined
0044780f	___initmbctable	Global	false	__stdcall	0	undefined4
0044782d	__getbuf	Global	false	__cdecl	1	void
00447871	__ZeroTail	Global	false	__cdecl	2	undefined4
004478a3	__IncMan	Global	false	__cdecl	2	undefined
004478f0	__RoundMan	Global	false	__cdecl	2	undefined4
00447962	__CopyMan	Global	false	__cdecl	2	undefined
0044797d	__IsZeroMan	Global	false	__cdecl	1	undefined4
00447996	__ShrMan	Global	false	__cdecl	2	undefined
00447a11	__ld12cvt	Global	false	__cdecl	3	undefined4
00447b69	FID_conflict:__ld12tod	Global	false	__cdecl	2	INTRNCVT_STATUS
00447b7f	FID_conflict:__ld12tod	Global	false	__cdecl	2	INTRNCVT_STATUS
00447b95	FUN_00447b95	Global	false	__cdecl	2	undefined
00447bd8	FUN_00447bd8	Global	false	__cdecl	2	undefined
00447c1b	FUN_00447c1b	Global	false	__cdecl	3	undefined
00447c92	___dtold	Global	false	__cdecl	2	undefined
00447d4c	FUN_00447d4c	Global	false	__cdecl	4	int *
00447dbe	FUN_00447dbe	Global	false	__stdcall	0	undefined
00447dc7	__abstract_cw	Global	false	__stdcall	0	uint
00447e59	__hw_cw	Global	false	__stdcall	0	uint
00447ee7	__control87	Global	false	__cdecl	2	uint
00447f19	__controlfp	Global	false	__cdecl	2	uint
00447f2f	FUN_00447f2f	Global	false	__stdcall	1	int
00447f88	FUN_00447f88	Global	false	__stdcall	0	undefined
00447f95	FID_conflict:_ValidateRead	Global	false	__cdecl	2	bool
00447fb1	FID_conflict:_ValidateRead	Global	false	__cdecl	2	bool
00447fcd	_ValidateExecute	Global	false	__cdecl	1	int
00447fe5	_abort	Global	false	__cdecl	0	void
00447ffd	__lseeki64_lk	Global	false	__cdecl	4	undefined8
00448080	__lseeki64	Global	false	__cdecl	3	longlong
00448118	FUN_00448118	Global	false	__stdcall	0	undefined
0044813e	FID_conflict:__getenv_lk	Global	false	__cdecl	1	char *
004481bf	FUN_004481bf	Global	false	__cdecl	1	long
00448208	FUN_00448208	Global	false	__cdecl	6	LPSTR
004483d7	FUN_004483d7	Global	false	__stdcall	0	BOOL
004484a8	FUN_004484a8	Global	false	__cdecl	3	undefined4
004484d9	FUN_004484d9	Global	false	__cdecl	1	undefined
004484ea	FUN_004484ea	Global	false	__cdecl	2	int
00448625	___addl	Global	false	__cdecl	3	undefined4
00448646	___add_12	Global	false	__cdecl	2	undefined
004486a4	___shl_12	Global	false	__cdecl	1	undefined
004486d2	___shr_12	Global	false	__cdecl	1	undefined
004486ff	FUN_004486ff	Global	false	__cdecl	3	undefined
004487e3	FUN_004487e3	Global	false	__cdecl	7	undefined4
00448c1d	FUN_00448c1d	Global	false	__cdecl	6	undefined4
00448eb1	siglookup	Global	false	__cdecl	0	undefined
00448edf	_raise	Global	false	__cdecl	1	int
0044901a	FUN_0044901a	Global	false	__fastcall	1	undefined
00449058	__mbsnbicoll	Global	false	__cdecl	3	int
004490a6	FUN_004490a6	Global	false	__stdcall	0	undefined4
00449111	FUN_00449111	Global	false	__cdecl	2	int
00449173	FUN_00449173	Global	false	__cdecl	2	undefined
004493ab	FUN_004493ab	Global	false	__cdecl	3	undefined
00449437	_strncnt	Global	false	__cdecl	2	size_t
00449453	FUN_00449453	Global	false	__cdecl	7	int
004497dd	findenv	Global	false	__cdecl	1	int
0044982a	copy_environ	Global	false	__cdecl	0	undefined4 *
0044988b	FUN_0044988b	Global	false	__cdecl	2	undefined4
00449a40	__strdup	Global	false	__cdecl	1	char *
00449a6b	__mbschr	Global	false	__cdecl	2	uchar *
00449af0	RtlUnwind	KERNEL32.DLL	true	__stdcall	4	void
00449af6	Unwind@00449af6	Global	false	__stdcall	0	undefined
00449b0a	Unwind@00449b0a	Global	false	__stdcall	0	undefined
00449b17	Unwind@00449b17	Global	false	__stdcall	0	undefined
00449b2e	Unwind@00449b2e	Global	false	__stdcall	0	undefined
00449b3c	Unwind@00449b3c	Global	false	__stdcall	0	undefined
00449b54	Unwind@00449b54	Global	false	__stdcall	0	undefined
00449b62	Unwind@00449b62	Global	false	__stdcall	0	undefined
00449b70	Unwind@00449b70	Global	false	__stdcall	0	undefined
00449b7a	Unwind@00449b7a	Global	false	__stdcall	0	undefined
00449b8e	Unwind@00449b8e	Global	false	__stdcall	0	undefined
00449b9c	Unwind@00449b9c	Global	false	__stdcall	0	undefined
00449bb4	Unwind@00449bb4	Global	false	__stdcall	0	undefined
00449bcb	Unwind@00449bcb	Global	false	__stdcall	0	undefined
00449be0	Unwind@00449be0	Global	false	__stdcall	0	undefined
00449bf4	Unwind@00449bf4	Global	false	__stdcall	0	undefined
00449bfe	Unwind@00449bfe	Global	false	__stdcall	0	undefined
00449c08	Unwind@00449c08	Global	false	__stdcall	0	undefined
00449c12	Unwind@00449c12	Global	false	__stdcall	0	undefined
00449c26	Unwind@00449c26	Global	false	__stdcall	0	undefined
00449c3a	Unwind@00449c3a	Global	false	__stdcall	0	undefined
00449c4e	Unwind@00449c4e	Global	false	__stdcall	0	undefined
00449c58	Unwind@00449c58	Global	false	__stdcall	0	undefined
00449c6c	Unwind@00449c6c	Global	false	__stdcall	0	undefined
00449c80	Unwind@00449c80	Global	false	__stdcall	0	undefined
00449c94	Unwind@00449c94	Global	false	__stdcall	0	undefined
00449cb7	FUN_00449cb7	Global	false	__stdcall	0	undefined
00449cd1	FUN_00449cd1	Global	false	__stdcall	0	undefined
00449ceb	FUN_00449ceb	Global	false	__stdcall	0	undefined
00449d05	FUN_00449d05	Global	false	__stdcall	0	undefined
00449d1f	FUN_00449d1f	Global	false	__stdcall	0	undefined
00449d39	FUN_00449d39	Global	false	__stdcall	0	undefined
00449d53	FUN_00449d53	Global	false	__stdcall	0	undefined
00449d6d	FUN_00449d6d	Global	false	__stdcall	0	undefined
00449d87	FUN_00449d87	Global	false	__stdcall	0	undefined
00449d96	FUN_00449d96	Global	false	__stdcall	0	undefined
00449da5	FUN_00449da5	Global	false	__stdcall	0	undefined
00449db4	FUN_00449db4	Global	false	__stdcall	0	undefined
00449dc3	FUN_00449dc3	Global	false	__stdcall	0	undefined
00449dd2	FUN_00449dd2	Global	false	__stdcall	0	undefined
00449de1	FUN_00449de1	Global	false	__stdcall	0	undefined
00449df0	FUN_00449df0	Global	false	__stdcall	0	undefined
